nohup: ignoring input
/scratch/guerbuez/miniconda3/lib/python3.11/site-packages/torchmetrics/utilities/prints.py:43: UserWarning: The variance of predictions or target is close to zero. This can cause instability in Pearson correlationcoefficient, leading to wrong results. Consider re-scaling the input if possible or computing using alarger dtype (currently using torch.float32).
  warnings.warn(*args, **kwargs)  # noqa: B028
Epoch [24/100], Batch [20/147] train loss: 1081.79, train corr: 0.02054
Epoch [24/100], Batch [21/147] train loss: 1033.12, train corr: 0.02012
Epoch [24/100], Batch [22/147] train loss: 956.57, train corr: 0.01996
Epoch [24/100], Batch [23/147] train loss: 876.39, train corr: 0.01633
Epoch [24/100], Batch [24/147] train loss: 770.00, train corr: 0.01548
Epoch [24/100], Batch [25/147] train loss: 1069.17, train corr: 0.00800
Epoch [24/100], Batch [26/147] train loss: 761.79, train corr: 0.00607
Epoch [24/100], Batch [27/147] train loss: 720.53, train corr: 0.00681
Epoch [24/100], Batch [28/147] train loss: 810.03, train corr: 0.01126
Epoch [24/100], Batch [29/147] train loss: 857.23, train corr: -0.00315
Epoch [24/100], Batch [30/147] train loss: 842.43, train corr: -0.00954
Epoch [24/100], Batch [31/147] train loss: 777.26, train corr: -0.01965
Epoch [24/100], Batch [32/147] train loss: 767.00, train corr: -0.03074
Epoch [24/100], Batch [33/147] train loss: 983.67, train corr: -0.03425
Epoch [24/100], Batch [34/147] train loss: 872.38, train corr: -0.01916
Epoch [24/100], Batch [35/147] train loss: 1068.12, train corr: 0.00145
Epoch [24/100], Batch [36/147] train loss: 1110.76, train corr: 0.01037
Epoch [24/100], Batch [37/147] train loss: 1218.22, train corr: 0.00317
Epoch [24/100], Batch [38/147] train loss: 1173.53, train corr: 0.01111
Epoch [24/100], Batch [39/147] train loss: 1121.62, train corr: 0.01344
Epoch [24/100], Batch [40/147] train loss: 1051.74, train corr: 0.01651
Epoch [24/100], Batch [41/147] train loss: 1008.72, train corr: 0.01267
Epoch [24/100], Batch [42/147] train loss: 927.59, train corr: 0.00029
Epoch [24/100], Batch [43/147] train loss: 851.72, train corr: -0.00250
Epoch [24/100], Batch [44/147] train loss: 738.33, train corr: -0.02338
Epoch [24/100], Batch [45/147] train loss: 1291.89, train corr: -0.03348
Epoch [24/100], Batch [46/147] train loss: 788.60, train corr: 0.00394
Epoch [24/100], Batch [47/147] train loss: 968.90, train corr: 0.01238
Epoch [24/100], Batch [48/147] train loss: 1327.38, train corr: 0.01551
Epoch [24/100], Batch [49/147] train loss: 1190.26, train corr: 0.01900
Epoch [24/100], Batch [50/147] train loss: 1223.86, train corr: 0.01935
Epoch [24/100], Batch [51/147] train loss: 1253.84, train corr: 0.02174
Epoch [24/100], Batch [52/147] train loss: 1222.65, train corr: 0.02254
Epoch [24/100], Batch [53/147] train loss: 1157.78, train corr: 0.02088
Epoch [24/100], Batch [54/147] train loss: 1099.56, train corr: 0.02157
Epoch [24/100], Batch [55/147] train loss: 991.81, train corr: 0.02050
Epoch [24/100], Batch [56/147] train loss: 973.99, train corr: 0.01611
Epoch [24/100], Batch [57/147] train loss: 965.94, train corr: 0.01894
Epoch [24/100], Batch [58/147] train loss: 910.29, train corr: 0.01818
Epoch [24/100], Batch [59/147] train loss: 797.12, train corr: 0.01766
Epoch [24/100], Batch [60/147] train loss: 751.38, train corr: 0.01972
Epoch [24/100], Batch [61/147] train loss: 687.61, train corr: 0.02128
Epoch [24/100], Batch [62/147] train loss: 643.22, train corr: 0.02022
Epoch [24/100], Batch [63/147] train loss: 686.32, train corr: -0.01191
Epoch [24/100], Batch [64/147] train loss: 708.18, train corr: 0.02332
Epoch [24/100], Batch [65/147] train loss: 768.54, train corr: 0.03357
Epoch [24/100], Batch [66/147] train loss: 792.55, train corr: 0.03177
Epoch [24/100], Batch [67/147] train loss: 764.26, train corr: 0.03321
Epoch [24/100], Batch [68/147] train loss: 739.32, train corr: 0.01766
Epoch [24/100], Batch [69/147] train loss: 683.93, train corr: -0.00395
Epoch [24/100], Batch [70/147] train loss: 1621.75, train corr: -0.01132
Epoch [24/100], Batch [71/147] train loss: 999.84, train corr: 0.02806
Epoch [24/100], Batch [72/147] train loss: 1377.70, train corr: 0.02537
Epoch [24/100], Batch [73/147] train loss: 1638.90, train corr: 0.02440
Epoch [24/100], Batch [74/147] train loss: 1858.18, train corr: 0.02439
Epoch [24/100], Batch [75/147] train loss: 2636.11, train corr: 0.02308
Epoch [24/100], Batch [76/147] train loss: 2106.76, train corr: 0.02369
Epoch [24/100], Batch [77/147] train loss: 2134.65, train corr: 0.02663
Epoch [24/100], Batch [78/147] train loss: 2175.85, train corr: 0.02341
Epoch [24/100], Batch [79/147] train loss: 2235.90, train corr: 0.02330
Epoch [24/100], Batch [80/147] train loss: 2297.49, train corr: 0.02311
Epoch [24/100], Batch [81/147] train loss: 2138.41, train corr: 0.02374
Epoch [24/100], Batch [82/147] train loss: 2100.09, train corr: 0.02250
Epoch [24/100], Batch [83/147] train loss: 2021.80, train corr: 0.02679
Epoch [24/100], Batch [84/147] train loss: 1988.28, train corr: 0.02657
Epoch [24/100], Batch [85/147] train loss: 1880.65, train corr: 0.02364
Epoch [24/100], Batch [86/147] train loss: 1733.34, train corr: 0.02449
Epoch [24/100], Batch [87/147] train loss: 1586.19, train corr: 0.02508
Epoch [24/100], Batch [88/147] train loss: 1446.81, train corr: 0.02738
Epoch [24/100], Batch [89/147] train loss: 1350.11, train corr: 0.02356
Epoch [24/100], Batch [90/147] train loss: 1191.85, train corr: 0.02878
Epoch [24/100], Batch [91/147] train loss: 1283.50, train corr: 0.02722
Epoch [24/100], Batch [92/147] train loss: 1373.25, train corr: 0.03070
Epoch [24/100], Batch [93/147] train loss: 1118.84, train corr: 0.02365
Epoch [24/100], Batch [94/147] train loss: 974.18, train corr: 0.02342
Epoch [24/100], Batch [95/147] train loss: 1042.25, train corr: 0.02027
Epoch [24/100], Batch [96/147] train loss: 973.99, train corr: 0.02479
Epoch [24/100], Batch [97/147] train loss: 988.90, train corr: 0.02331
Epoch [24/100], Batch [98/147] train loss: 914.59, train corr: 0.01538
Epoch [24/100], Batch [99/147] train loss: 812.59, train corr: 0.01696
Epoch [24/100], Batch [100/147] train loss: 744.69, train corr: 0.00664
Epoch [24/100], Batch [101/147] train loss: 809.05, train corr: -0.02463
Epoch [24/100], Batch [102/147] train loss: 670.94, train corr: -0.01443
Epoch [24/100], Batch [103/147] train loss: 699.71, train corr: -0.01457
Epoch [24/100], Batch [104/147] train loss: 686.67, train corr: -0.01275
Epoch [24/100], Batch [105/147] train loss: 674.72, train corr: -0.01718
Epoch [24/100], Batch [106/147] train loss: 649.59, train corr: -0.02436
Epoch [24/100], Batch [107/147] train loss: 693.40, train corr: -0.02726
Epoch [24/100], Batch [108/147] train loss: 681.96, train corr: -0.01711
Epoch [24/100], Batch [109/147] train loss: 687.28, train corr: -0.01090
Epoch [24/100], Batch [110/147] train loss: 672.29, train corr: -0.01322
Epoch [24/100], Batch [111/147] train loss: 633.09, train corr: -0.01881
Epoch [24/100], Batch [112/147] train loss: 898.12, train corr: -0.02655
Epoch [24/100], Batch [113/147] train loss: 859.34, train corr: 0.01886
Epoch [24/100], Batch [114/147] train loss: 1075.18, train corr: 0.02237
Epoch [24/100], Batch [115/147] train loss: 1261.29, train corr: 0.02103
Epoch [24/100], Batch [116/147] train loss: 1399.38, train corr: 0.02289
Epoch [24/100], Batch [117/147] train loss: 1494.68, train corr: 0.02208
Epoch [24/100], Batch [118/147] train loss: 1506.88, train corr: 0.02035
Epoch [24/100], Batch [119/147] train loss: 1488.20, train corr: 0.02253
Epoch [24/100], Batch [120/147] train loss: 1512.10, train corr: 0.02338
Epoch [24/100], Batch [121/147] train loss: 1458.27, train corr: 0.01783
Epoch [24/100], Batch [122/147] train loss: 3060.16, train corr: 0.02034
Epoch [24/100], Batch [123/147] train loss: 1341.64, train corr: 0.01497
Epoch [24/100], Batch [124/147] train loss: 1192.24, train corr: 0.02177
Epoch [24/100], Batch [125/147] train loss: 1075.51, train corr: 0.02120
Epoch [24/100], Batch [126/147] train loss: 912.61, train corr: 0.02207
Epoch [24/100], Batch [127/147] train loss: 928.10, train corr: 0.02375
Epoch [24/100], Batch [128/147] train loss: 963.97, train corr: 0.02723
Epoch [24/100], Batch [129/147] train loss: 716.44, train corr: 0.02709
Epoch [24/100], Batch [130/147] train loss: 690.07, train corr: 0.02640
Epoch [24/100], Batch [131/147] train loss: 677.72, train corr: 0.03179
Epoch [24/100], Batch [132/147] train loss: 663.71, train corr: -0.00092
Epoch [24/100], Batch [133/147] train loss: 1355.47, train corr: -0.01305
Epoch [24/100], Batch [134/147] train loss: 1006.71, train corr: 0.02593
Epoch [24/100], Batch [135/147] train loss: 1320.91, train corr: 0.02524
Epoch [24/100], Batch [136/147] train loss: 1546.17, train corr: 0.02591
Epoch [24/100], Batch [137/147] train loss: 1686.19, train corr: 0.02612
Epoch [24/100], Batch [138/147] train loss: 1854.42, train corr: 0.02130
Epoch [24/100], Batch [139/147] train loss: 1871.57, train corr: 0.02631
Epoch [24/100], Batch [140/147] train loss: 1977.36, train corr: 0.02509
Epoch [24/100], Batch [141/147] train loss: 1929.03, train corr: 0.02636
Epoch [24/100], Batch [142/147] train loss: 1997.21, train corr: 0.01945
Epoch [24/100], Batch [143/147] train loss: 1802.37, train corr: 0.02333
Epoch [24/100], Batch [144/147] train loss: 1785.14, train corr: 0.02681
Epoch [24/100], Batch [145/147] train loss: 1687.97, train corr: 0.02065
Epoch [24/100], Batch [146/147] train loss: 3789.62, train corr: 0.02257
Epoch [24/100], Batch [147/147] train loss: 1487.77, train corr: 0.02772
Epoch [24/100], validation loss: 1438.98, validation correlation: 0.02571
Epoch [25/100], Batch [1/147] train loss: 1358.26, train corr: 0.02283
Epoch [25/100], Batch [2/147] train loss: 1186.91, train corr: 0.02635
Epoch [25/100], Batch [3/147] train loss: 1047.84, train corr: 0.02902
Epoch [25/100], Batch [4/147] train loss: 917.02, train corr: 0.02947
Epoch [25/100], Batch [5/147] train loss: 1111.75, train corr: 0.03048
Epoch [25/100], Batch [6/147] train loss: 1099.79, train corr: 0.03201
Epoch [25/100], Batch [7/147] train loss: 832.37, train corr: 0.02921
Epoch [25/100], Batch [8/147] train loss: 779.43, train corr: 0.02858
Epoch [25/100], Batch [9/147] train loss: 820.45, train corr: 0.02835
Epoch [25/100], Batch [10/147] train loss: 838.07, train corr: 0.02571
Epoch [25/100], Batch [11/147] train loss: 872.42, train corr: 0.02293
Epoch [25/100], Batch [12/147] train loss: 783.92, train corr: -0.01477
Epoch [25/100], Batch [13/147] train loss: 792.01, train corr: -0.02623
Epoch [25/100], Batch [14/147] train loss: 833.59, train corr: -0.03004
Epoch [25/100], Batch [15/147] train loss: 850.64, train corr: 0.00546
Epoch [25/100], Batch [16/147] train loss: 858.90, train corr: 0.00953
Epoch [25/100], Batch [17/147] train loss: 866.35, train corr: 0.00918
Epoch [25/100], Batch [18/147] train loss: 838.03, train corr: -0.00007
Epoch [25/100], Batch [19/147] train loss: 797.14, train corr: -0.01908
Epoch [25/100], Batch [20/147] train loss: 717.15, train corr: -0.02614
Epoch [25/100], Batch [21/147] train loss: 1037.23, train corr: -0.02492
Epoch [25/100], Batch [22/147] train loss: 835.61, train corr: 0.01662
Epoch [25/100], Batch [23/147] train loss: 971.11, train corr: 0.02490
Epoch [25/100], Batch [24/147] train loss: 1109.26, train corr: 0.02202
Epoch [25/100], Batch [25/147] train loss: 1184.19, train corr: 0.02730
Epoch [25/100], Batch [26/147] train loss: 1230.78, train corr: 0.02502
Epoch [25/100], Batch [27/147] train loss: 1295.16, train corr: 0.02526
Epoch [25/100], Batch [28/147] train loss: 1283.64, train corr: 0.01904
Epoch [25/100], Batch [29/147] train loss: 1229.25, train corr: 0.02106
Epoch [25/100], Batch [30/147] train loss: 1170.08, train corr: 0.02565
Epoch [25/100], Batch [31/147] train loss: 1430.56, train corr: 0.01890
Epoch [25/100], Batch [32/147] train loss: 1099.47, train corr: 0.02480
Epoch [25/100], Batch [33/147] train loss: 947.32, train corr: 0.02514
Epoch [25/100], Batch [34/147] train loss: 879.51, train corr: 0.02449
Epoch [25/100], Batch [35/147] train loss: 913.67, train corr: 0.02528
Epoch [25/100], Batch [36/147] train loss: 986.99, train corr: 0.02511
Epoch [25/100], Batch [37/147] train loss: 729.25, train corr: 0.02631
Epoch [25/100], Batch [38/147] train loss: 730.31, train corr: 0.02535
Epoch [25/100], Batch [39/147] train loss: 705.21, train corr: 0.02105
Epoch [25/100], Batch [40/147] train loss: 652.18, train corr: 0.01758
Epoch [25/100], Batch [41/147] train loss: 622.25, train corr: -0.02623
Epoch [25/100], Batch [42/147] train loss: 1620.76, train corr: -0.02499
Epoch [25/100], Batch [43/147] train loss: 932.15, train corr: 0.01765
Epoch [25/100], Batch [44/147] train loss: 1304.01, train corr: 0.02341
Epoch [25/100], Batch [45/147] train loss: 1604.29, train corr: 0.01890
Epoch [25/100], Batch [46/147] train loss: 1754.17, train corr: 0.02100
Epoch [25/100], Batch [47/147] train loss: 1946.14, train corr: 0.02088
Epoch [25/100], Batch [48/147] train loss: 2004.45, train corr: 0.02176
Epoch [25/100], Batch [49/147] train loss: 2147.25, train corr: 0.01793
Epoch [25/100], Batch [50/147] train loss: 2183.63, train corr: 0.01735
Epoch [25/100], Batch [51/147] train loss: 2063.42, train corr: 0.02154
Epoch [25/100], Batch [52/147] train loss: 1969.34, train corr: 0.02380
Epoch [25/100], Batch [53/147] train loss: 2078.94, train corr: 0.02207
Epoch [25/100], Batch [54/147] train loss: 2042.22, train corr: 0.02350
Epoch [25/100], Batch [55/147] train loss: 2587.54, train corr: 0.01714
Epoch [25/100], Batch [56/147] train loss: 1870.15, train corr: 0.02445
Epoch [25/100], Batch [57/147] train loss: 1841.31, train corr: 0.02311
Epoch [25/100], Batch [58/147] train loss: 1664.30, train corr: 0.02230
Epoch [25/100], Batch [59/147] train loss: 1570.42, train corr: 0.01908
Epoch [25/100], Batch [60/147] train loss: 1476.32, train corr: 0.01664
Epoch [25/100], Batch [61/147] train loss: 1275.75, train corr: 0.01954
Epoch [25/100], Batch [62/147] train loss: 1201.77, train corr: 0.02117
Epoch [25/100], Batch [63/147] train loss: 1182.28, train corr: 0.02410
Epoch [25/100], Batch [64/147] train loss: 1166.89, train corr: 0.02213
Epoch [25/100], Batch [65/147] train loss: 1037.90, train corr: 0.02148
Epoch [25/100], Batch [66/147] train loss: 868.84, train corr: 0.02640
Epoch [25/100], Batch [67/147] train loss: 838.46, train corr: 0.02659
Epoch [25/100], Batch [68/147] train loss: 829.71, train corr: 0.02298
Epoch [25/100], Batch [69/147] train loss: 794.09, train corr: 0.02799
Epoch [25/100], Batch [70/147] train loss: 758.91, train corr: 0.02698
Epoch [25/100], Batch [71/147] train loss: 803.85, train corr: 0.01014
Epoch [25/100], Batch [72/147] train loss: 1137.06, train corr: 0.01026
Epoch [25/100], Batch [73/147] train loss: 770.43, train corr: 0.01722
Epoch [25/100], Batch [74/147] train loss: 805.31, train corr: 0.02514
Epoch [25/100], Batch [75/147] train loss: 839.28, train corr: 0.02666
Epoch [25/100], Batch [76/147] train loss: 805.09, train corr: 0.02416
Epoch [25/100], Batch [77/147] train loss: 766.77, train corr: 0.01778
Epoch [25/100], Batch [78/147] train loss: 726.77, train corr: 0.00639
Epoch [25/100], Batch [79/147] train loss: 738.80, train corr: 0.01187
Epoch [25/100], Batch [80/147] train loss: 722.48, train corr: 0.01473
Epoch [25/100], Batch [81/147] train loss: 693.14, train corr: 0.00982
Epoch [25/100], Batch [82/147] train loss: 725.46, train corr: 0.02339
Epoch [25/100], Batch [83/147] train loss: 710.70, train corr: 0.01996
Epoch [25/100], Batch [84/147] train loss: 682.23, train corr: 0.02158
Epoch [25/100], Batch [85/147] train loss: 662.99, train corr: 0.02393
Epoch [25/100], Batch [86/147] train loss: 645.68, train corr: 0.02122
Epoch [25/100], Batch [87/147] train loss: 634.10, train corr: 0.01158
Epoch [25/100], Batch [88/147] train loss: 660.39, train corr: 0.00790
Epoch [25/100], Batch [89/147] train loss: 725.80, train corr: 0.03237
Epoch [25/100], Batch [90/147] train loss: 781.95, train corr: 0.02975
Epoch [25/100], Batch [91/147] train loss: 821.61, train corr: 0.03153
Epoch [25/100], Batch [92/147] train loss: 866.20, train corr: 0.03033
Epoch [25/100], Batch [93/147] train loss: 865.52, train corr: 0.02839
Epoch [25/100], Batch [94/147] train loss: 843.09, train corr: 0.02637
Epoch [25/100], Batch [95/147] train loss: 800.70, train corr: 0.02808
Epoch [25/100], Batch [96/147] train loss: 734.14, train corr: 0.02724
Epoch [25/100], Batch [97/147] train loss: 731.27, train corr: 0.02784
Epoch [25/100], Batch [98/147] train loss: 662.55, train corr: 0.02989
Epoch [25/100], Batch [99/147] train loss: 728.69, train corr: 0.02764
Epoch [25/100], Batch [100/147] train loss: 615.12, train corr: 0.02681
Epoch [25/100], Batch [101/147] train loss: 647.36, train corr: 0.02126
Epoch [25/100], Batch [102/147] train loss: 633.56, train corr: 0.01674
Epoch [25/100], Batch [103/147] train loss: 636.80, train corr: -0.00613
Epoch [25/100], Batch [104/147] train loss: 688.23, train corr: -0.02397
Epoch [25/100], Batch [105/147] train loss: 811.94, train corr: 0.02036
Epoch [25/100], Batch [106/147] train loss: 1064.60, train corr: 0.02303
Epoch [25/100], Batch [107/147] train loss: 1192.40, train corr: 0.01917
Epoch [25/100], Batch [108/147] train loss: 1219.26, train corr: 0.02281
Epoch [25/100], Batch [109/147] train loss: 1310.75, train corr: 0.02243
Epoch [25/100], Batch [110/147] train loss: 1323.04, train corr: 0.02177
Epoch [25/100], Batch [111/147] train loss: 1341.98, train corr: 0.01961
Epoch [25/100], Batch [112/147] train loss: 1294.94, train corr: 0.02179
Epoch [25/100], Batch [113/147] train loss: 1184.19, train corr: 0.02218
Epoch [25/100], Batch [114/147] train loss: 1106.32, train corr: 0.02230
Epoch [25/100], Batch [115/147] train loss: 1061.15, train corr: 0.02163
Epoch [25/100], Batch [116/147] train loss: 953.54, train corr: 0.02052
Epoch [25/100], Batch [117/147] train loss: 968.85, train corr: 0.02188
Epoch [25/100], Batch [118/147] train loss: 897.35, train corr: 0.02260
Epoch [25/100], Batch [119/147] train loss: 791.23, train corr: 0.01858
